qa_id,question,expected_answer,source_text,target_text,method,split,persona,corpus,sampling_regime,source_passage_pid,target_passage_pid,source_doc_id,target_doc_id,source_passage_label,target_passage_label,reference_text,reference_type,ReferenceText,ReferenceType,annotation_id,original_item_id,source_path,question_validity_clarity,question_fluency_naturalness,source_target_evidence_dependency,comment
d0307902f53d75e0,"When including data from related undertakings linked by a common management relationship on a proportional-share basis, how must intra-group transactions be treated in the data used to calculate consolidated group own funds?","In calculating consolidated group own funds, the data used must be adjusted so that it excludes the effects of intra-group transactions, even where the data being brought in relates to related undertakings connected through a common management relationship and is included on a proportional-share basis. [#SRC:907d8b8e4af834c2] Specifically, where data of related undertakings linked by a common management relationship is included using the proportional share approach (and included in line with the applicable inclusion approaches referenced for such data), that inclusion does not remove the need to ensure the underlying data is net of intra-group transactions for the consolidated own-funds calculation. [#TGT:477b207547388eb5] Accordingly, the compliance outcome is that proportional-share inclusion determines how much of the related undertaking’s data is brought into the consolidation, while the netting requirement determines how that data must be presented for the consolidated group own-funds calculation—i.e., after removing intra-group transaction effects from the relevant data inputs. [#SRC:907d8b8e4af834c2] [#TGT:477b207547388eb5]","For the purposes of the calculation of the consolidated group own funds , the data referred to in 11.1A and 11.1B shall be net of any intra-group transaction .","Notwithstanding point (4) of 11.1A data of related undertakings linked by a common management relationship shall be included in accordance with points (1), (3), (4), (5) or (6) of 11.1A on the basis of the proportional share as referred to in Chapter 8 .",DPEL,,professional,UKFIN,mixed_difficulty,907d8b8e4af834c2,477b207547388eb5,,,907d8b8e4af834c2,477b207547388eb5,,,,,HV0101,d0307902f53d75e0,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
d2f7d3287e9cb100,"If a derivative has several important risk drivers, when do you map it to one risk category versus several, and what do you need to be ready to show the competent authorities about the hedging sets for those categories?","You need to (1) map the derivative to the right risk category or categories based on its material risk drivers, and (2) be able to provide specific hedging-set information by risk category if the competent authorities ask. [#SRC:83d0ae2a5dfdf3ce] If all the material risk drivers for the derivative fall in the same risk category, you map the transaction only once to that category, using the most material risk driver as the basis. [#TGT:28d975e9bccdd9ad] If the material risk drivers fall into different risk categories, you map the transaction once to each risk category where it has at least one material risk driver, and you use the most material risk driver within each category for that mapping. [#TGT:28d975e9bccdd9ad] After hedging sets are established for each risk category, you must be able to provide, on request: how many hedging sets exist in each risk category; the primary or most material risk driver for the relevant transactions (or, where applicable, the pair of risk drivers for each hedging set); and how many transactions are in each hedging set. [#SRC:83d0ae2a5dfdf3ce]","Institutions shall make available upon request by the competent authorities the number of hedging sets established in accordance with paragraph 2 of this Article for each risk category, with the primary risk driver, or the most material risk driver in the given risk category for transactions referred to in Article 277(3) , or the pair of risk drivers of each of those hedging sets and with the number of transactions in each of those hedging sets .","By way of derogation from paragraph 2 , institutions shall map derivative transactions that have more than one material risk driver to more than one risk category. Where all the material risk drivers of one of those transactions belong to the same risk category, institutions shall only be required to map that transaction once to that risk category on the basis of the most material of those risk drivers. Where the material risk drivers of one of those transactions belong to different risk categories, institutions shall map that transaction once to each risk category for which the transaction has at least one material risk driver, on the basis of the most material of the risk drivers in that risk category.",DPEL,,basic,UKFIN,mixed_difficulty,83d0ae2a5dfdf3ce,28d975e9bccdd9ad,,,83d0ae2a5dfdf3ce,28d975e9bccdd9ad,,,,,HV0102,d2f7d3287e9cb100,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
9f6a43f2eec1dad8,"When a firm is maintaining the transitional measure on technical provisions over the transitional period, under what circumstances may it recalculate the measure more frequently than the standard interval, and where is the PRA’s clarification on the recalculation process made available online?","A firm may recalculate the transitional measure on technical provisions (TMTP) on a regular cycle of every 24 months, but it can do so more often if the firm’s risk profile has materially changed; this reflects the Directive approach that is described as being transposed into HM Treasury’s Solvency 2 Regulations 2015 and is the baseline against which the PRA sets its expectations for maintaining TMTP over the transitional period and handling recalculations. [#SRC:f12971ae475fa040] The PRA’s clarification is provided through a supervisory statement intended to explain the PRA’s expectations on maintaining TMTP and the recalculation process, and the online location for the November 2016 update to that supervisory statement is the Bank of England PRA webpage at www.bankofengland.co.uk/pra/Pages/publications/ss/2016/ss1715update.aspx. [#TGT:8db537fa9d23cb87] In practice, to align with these expectations, the firm should treat the 24‑month interval as the default recalculation cadence while being prepared to justify a more frequent recalculation by demonstrating that a material change in its risk profile has occurred, and it should consult the referenced online supervisory statement update for the PRA’s clarifications on process and maintenance over the transitional period. [#SRC:f12971ae475fa040] [#TGT:8db537fa9d23cb87]","The Solvency II Directive allows for a recalculation of the transitional measure on technical provisions (TMTP) 1 every 24 months, or more frequently where the risk profile of the firm has materially changed. These Directive provisions have been transposed by HM Treasury’s Solvency 2 Regulations 2015 (2015/575) (see Regulation 54) 2 . The purpose of this supervisory statement is to provide clarity with respect to the PRA’s expectations as to how the TMTP should be maintained over the transitional period and the process for recalculations of the TMTP. It should be read alongside Regulation 54 of the Solvency 2 Regulations 2015, the Transitional Measures Part of the PRA Rulebook and the Supervisory Statement 17/15 ‘Solvency II: transitional measures on risk-free interest rates and technical provisions’ 3 .",3. November 2016: www.bankofengland.co.uk/pra/Pages/publications/ss/2016/ss1715update.aspx,DPEL,,professional,UKFIN,mixed_difficulty,f12971ae475fa040,8db537fa9d23cb87,,,f12971ae475fa040,8db537fa9d23cb87,,,,,HV0103,9f6a43f2eec1dad8,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
05e60eb208924d28,"If the scheme’s funds once hit the target level but later fall to under two-thirds of that target, what does the FSCS have to do about levies—and how does that fit with the need to pay back any money it borrowed under the loan arrangements?","If the deposit guarantee scheme’s available financial means have reached the target level for the first time and then later fall to less than two-thirds of that target, the FSCS must impose regular DGS compensation cost levies on DGS members at a level that lets the scheme reach the target level again within six years. [#TGT:c7ca74e274b138ba] Separately, when the FSCS has borrowed amounts under the referenced borrowing arrangements, it must impose a DGS compensation costs levy on DGS members that is large enough to repay what was borrowed within a reasonable time, and it must meet the repayment deadlines in the applicable loan agreement (and the referenced related provision). [#SRC:6bd5528a11ff8d7e] Put together, the FSCS needs to set levies so they achieve both outcomes at the same time: rebuilding the scheme’s funds back to the target level within the six-year window triggered by the drop below two-thirds, while also ensuring the borrowed amounts are repaid on the loan agreement’s timetable and within a reasonable time. [#TGT:c7ca74e274b138ba] [#SRC:6bd5528a11ff8d7e]",The FSCS must impose a DGS compensation costs levy on DGS members sufficient to repay any amounts borrowed in accordance with 32.2 within a reasonable time and in accordance with repayment deadlines under the applicable loan agreement and 34.3 .,"(1) If, after the available financial means of the deposit guarantee scheme have reached the target level for the first time, the available financial means have been reduced to less than two-thirds of the target level , the FSCS must impose regular DGS compensation cost levies on DGS members at a level allowing the target level to be reached again within six years.",DPEL,,basic,UKFIN,mixed_difficulty,6bd5528a11ff8d7e,c7ca74e274b138ba,,,6bd5528a11ff8d7e,c7ca74e274b138ba,,,,,HV0104,05e60eb208924d28,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
0245ac9fe25ebe1b,"When a firm is valuing with-profits policy liabilities, under what circumstances must it move away from a retrospective calculation and instead use a prospective calculation, and what is the required prospective valuation method for the liabilities that fall within scope?","A firm must switch from a retrospective calculation to a prospective calculation when the retrospective approach would not adequately reflect the value of the with-profits policy liabilities, or when the firm can demonstrate that using the retrospective approach is not practicable; in assessing practicability and appropriateness, the PRA expects the firm to consider the nature of its with-profits policies and whether the retrospective results would be meaningful, with whole of life policies (or other policies where a retrospective result could be negative or materially lower than a prospective value) given as examples where a prospective approach might be needed. [#SRC:681709c2b6db278a] When those circumstances apply, the firm must calculate the value of its with-profits policy liabilities on a prospective basis for the liabilities in scope (excluding future policy-related liabilities). [#TGT:4234a0c42c171b96] The prospective calculation must be performed as an aggregate across each with-profits policy, using the net present values of the expected future cash-flows specified for that purpose. [#TGT:4234a0c42c171b96]","Surplus Funds 3.2 generally requires the value of with-profits policy liabilities to be calculated on the basis of a retrospective approach set out in Surplus Funds 3.3 . However, where this approach would not adequately reflect the value of the liabilities, or the firm is able to demonstrate that this approach is not practicable, then the prospective basis for calculation in Surplus Funds 3.4 is required. The PRA expects firms to consider whether the application of the retrospective approach would be practicable given the nature of their with-profits policies and, even if possible, whether the results would be meaningful or an appropriate basis for the calculations. While each firm will need to consider its own specific circumstances, whole of life policies or other policies where the result of the retrospective calculation might be negative or significantly lower than the value calculated using the prospective approach are examples where the prospective approach might be necessary.","Where the circumstances set out in 3.2 apply, a firm must calculate the value of its with-profits policy liabilities (other than future policy-related liabilities ) on a prospective basis as the aggregate of the net present values of the following expected future cash-flows in respect of each with-profits policy :",DPEL,,professional,UKFIN,mixed_difficulty,681709c2b6db278a,4234a0c42c171b96,,,681709c2b6db278a,4234a0c42c171b96,,,,,HV0105,0245ac9fe25ebe1b,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
a9cf7943a6f83fe5,"For a CTP operational incident, what is the timing and trigger for a critical third party to provide incident information initially versus providing further information after later developments (including when the incident is resolved), and who must receive the later updates?","A critical third party has two distinct, time-sensitive information submissions tied to different triggers: an initial submission after the incident occurs, and subsequent updates after significant changes in circumstances. The initial obligation is to submit information about the CTP operational incident as soon as practicable after the occurrence of the incident, limited to what it is aware of at the time it submits that information. [#TGT:69933824d660799f] Separately, once an initial report has been made and any intermediate incident report has already been submitted, the critical third party must provide additional information as soon as practicable after any significant change from what was previously described, including when the CTP operational incident is resolved, again limited to what it is aware of at the relevant time. [#SRC:de95dc63af31c5be] This later obligation is not just to submit more detail in the abstract; it is specifically to provide information further to what has already been disclosed, and it must be provided to both the regulators and the affected firms. [#SRC:de95dc63af31c5be] Taken together, the compliance approach is: submit incident information promptly after occurrence, then continue to update promptly when circumstances materially change (including resolution), ensuring the updates go to regulators and affected firms. [#TGT:69933824d660799f] [#SRC:de95dc63af31c5be]","A critical third party must, as soon as is practicable after any significant change in circumstances from that described in the initial report submitted under 8.1 and any intermediate incident report already submitted under this rule (including the CTP operational incident being resolved) and in so far as it is aware at the relevant time, provide the regulators and the affected firms with information further to that already disclosed in relation to the CTP operational incident , including but not limited to:","A critical third party must, as soon as is practicable after the occurrence of a CTP operational incident and in so far as it is aware at the time of submission, submit the following information about the CTP operational incident :",DPEL,,professional,UKFIN,mixed_difficulty,de95dc63af31c5be,69933824d660799f,,,de95dc63af31c5be,69933824d660799f,,,,,HV0106,a9cf7943a6f83fe5,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
872b3037ff11f7d2,"When a firm is planning a major migration programme and has only shortlisted potential providers (so a final provider has not yet been selected), what should it do about notifying the regulator, and what documentation requirement still applies to the outsourcing arrangement once it proceeds?","A firm planning a major migration programme may consider notifying before it has chosen the final provider, particularly where it is still selecting from a shortlist, because early notification can be appropriate in those circumstances. [#SRC:f9f533f94194f92e] Separately, when the outsourcing arrangement is put in place, the arrangement must be documented in a written agreement, and the firm should review that written agreement to confirm it meets the firm’s regulatory obligations and risk management expectations. [#TGT:9752e97c411082aa] [#SRC:f9f533f94194f92e] In practice, this means the firm can (i) make an earlier notification during provider selection for a major migration programme, and then (ii) ensure the eventual outsourcing is fully captured in a written agreement that is checked against regulatory and risk-management expectations before relying on it operationally. [#SRC:f9f533f94194f92e] [#TGT:9752e97c411082aa]","reviewing the written agreement to ensure it complies with their regulatory obligations and risk management expectations (see Chapter 6 ). In some circumstances, it might be appropriate to make a notification before a final provider has been selected. An example of this is if a firm is planning a major migration programme and is still trying to select a provider from a shortlist.","In line with Article 31(3) of MODR (banks) and Conditions Governing Business 7.5(3) (insurers), all outsourcing arrangements must be set out in a written agreement.",DPEL,,professional,UKFIN,mixed_difficulty,f9f533f94194f92e,9752e97c411082aa,,,f9f533f94194f92e,9752e97c411082aa,,,,,HV0107,872b3037ff11f7d2,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
fe6cadb25ae512e8,"If a firm is planning to issue an item on the same terms as a basic own funds item issued in the last 12 months (with only the issue date, maturity date, amount, currency, and interest rate allowed to differ), and it already sent the first notification but then wants to change what it submitted before the item is issued, what does it need to do and how quickly?","If the planned item is being issued on identical terms to one or more items that were included in the basic own funds forming the own funds eligible for the group SCR and were issued by the undertaking in the group within the previous 12 months, then “identical terms” allows differences only for the issue date, maturity date, amount of the issuance, currency of the issuance, and the rate of interest payable by the issuer. [#SRC:7114cf075695c1d8] Once the firm has made the initial notification for the item, if it then proposes (before the item is issued) to change any of the information it previously submitted, it must send another written notification covering that change. [#TGT:b15834f057327c97] The timing requirement is immediate in the sense that the further written notification must be provided without delay, and it applies specifically in the window after the initial notification but prior to issuance. [#TGT:b15834f057327c97] This means the firm should not wait until issuance to correct or update details; any proposed change to the previously submitted information—whether it relates to the “identical terms” description or other submitted details—must be re-notified promptly in writing before the item is issued. [#SRC:7114cf075695c1d8] [#TGT:b15834f057327c97]","(3) any item which is to be issued on identical terms to one or more items included in the basic own funds forming the own funds eligible for the group SCR issued by the undertaking in the group within the previous 12 months and notified to the PRA in accordance with 6.2 , excluding (1) the issue date, (2) the maturity date, (3) the amount of the issuance, (4) the currency of the issuance, and (5) the rate of interest payable by the issuer.","If after an initial notification under 6.2 , but prior to an item’s issuance, a firm proposes to change the information previously submitted, it must provide a further written notification of that change without delay.",DPEL,,basic,UKFIN,mixed_difficulty,7114cf075695c1d8,b15834f057327c97,,,7114cf075695c1d8,b15834f057327c97,,,,,HV0108,fe6cadb25ae512e8,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
49917f7c055c5bc0,"When the PRA assesses whether minimum requirements applied to an entity established outside the United Kingdom exceed that entity’s share of consolidated group requirements for the same risk type, how should the PRA treat a situation where a PRA authorised firm calculates consolidated capital using an IRB model but an overseas subsidiary must use a standardised approach for the same credit risk portfolio, resulting in higher individual or sub-consolidated requirements?","In that scenario, the PRA’s assessment focuses on whether, for the relevant risk type, the minimum requirements applied to the non-UK entity on an individual or sub-consolidated basis exceed the entity’s share of the consolidated group requirements for the same risk. [#SRC:ef9de1e6e4142317] However, where the consolidated group requirement is calculated using an IRB model for a portfolio of credit risk exposures, and the overseas subsidiary must instead apply a standardised approach for the same portfolio—leading to higher requirements at the subsidiary level—the PRA would not count that difference when assessing group risk. [#TGT:723e2d0bc5ddaf68] This treatment aligns with the PRA’s general approach of not taking into account requirements that are attributable to risks already mitigated through the risk-based capital framework or by other means, and not taking into account requirements that net off in consolidation (such as intragroup risks and offsetting positions). [#SRC:ef9de1e6e4142317] Accordingly, even though the subsidiary’s local calculation method produces higher requirements for the same credit risk portfolio, that uplift is excluded from the PRA’s group-risk assessment of the excess over the subsidiary’s share of consolidated requirements. [#TGT:723e2d0bc5ddaf68]","the extent to which, for any given risk type, the minimum requirements applied to an entity established outside the United Kingdom, on an individual or sub-consolidated basis, exceed the entity’s share 19 of the consolidated group requirements for the same risk. When making this assessment, the PRA would not generally take into account requirements that are attributable to risks that: (i) are already mitigated through the risk based capital framework 20 or by other means; 21 or (ii) net off in consolidation (for example, intragroup risks and offsetting positions); and","20. For example, a PRA authorised firm may have permission to use an IRB model to calculate consolidated capital requirements in respect of a portfolio of credit risk exposures. If its overseas subsidiary is required to use a standardised approach for the same portfolio of credit risk exposures (on an individual or sub-consolidated basis), and as a result, it is subject to higher requirements in respect of that portfolio, the PRA would not take the difference into account in its assessment of group risk.",DPEL,,professional,UKFIN,mixed_difficulty,ef9de1e6e4142317,723e2d0bc5ddaf68,,,ef9de1e6e4142317,723e2d0bc5ddaf68,,,,,HV0109,49917f7c055c5bc0,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
ce23ef288fcc6cf4,"When designing a firm’s governance arrangements for liquidity risk, what must the insurer’s monitoring and reporting system deliver to decision-makers and relevant functions, and how must that be integrated into the firm-wide governance expectation for cooperation, internal reporting, and communication at all relevant levels?","An insurer should structure its liquidity risk monitoring and reporting so that it reliably supports decision-making while also fitting within a governance framework that enables effective cooperation and information flow across the firm. The insurer is expected to have an effective system for monitoring and reporting liquidity risk that produces reports which are clear, concise, timely, and accurate for the relevant functions within the insurer, and the fast-moving nature of liquidity risk should be reflected in how the reporting system operates (for example, in its responsiveness and timeliness). [#SRC:c6c19d84cebb7ce5] In parallel, the firm’s system of governance must establish, implement, and maintain effective cooperation, internal reporting, and communication of information at all relevant levels of the firm, so liquidity risk reporting should be embedded in those firm-wide channels rather than operating in isolation. [#TGT:ecd277e44d328d29] Taken together, this means the insurer must (i) put in place reporting processes and procedures that ensure necessary information is available to decision-makers, (ii) deliver liquidity risk reports meeting the stated quality characteristics to relevant internal functions, and (iii) ensure those reports and related information are communicated through governance arrangements that promote cooperation and internal reporting across all relevant levels. [#SRC:c6c19d84cebb7ce5] [#TGT:ecd277e44d328d29]","Under Conditions Governing Business 2A.1(8) and Non-Solvency II Firms – Governance 7.1 , an insurer must establish systems for the management of risk. Conditions Governing Business 3.1(1A)(d) and Non-Solvency II Firms – Governance 2.5 and 3.2 require the establishment of reporting processes and procedures to ensure that the necessary information is available to decision-makers. With these obligations in mind, the PRA expects an insurer to have an effective system of monitoring and reporting liquidity risk which provides clear, concise, timely and accurate liquidity risk reports to relevant functions within the insurer. Liquidity risks are often fast moving, a characteristic which is expected be reflected in an insurer’s reporting system. Design of metrics and reporting is set out in more detail in Chapter 6 .","(1) the system of governance referred to at paragraph 2.2(1) establishes, implements and maintains effective cooperation, internal reporting and communication of information at all relevant levels of the firm ;",DPEL,,professional,UKFIN,mixed_difficulty,c6c19d84cebb7ce5,ecd277e44d328d29,,,c6c19d84cebb7ce5,ecd277e44d328d29,,,,,HV0110,ce23ef288fcc6cf4,ObliQA-XRef_Out_Datasets/final_large_merged/ObliQA-XRef-UKFIN-ALL/final.jsonl,,,,
